driver_age,vehicle_value,vehicle_age,annual_mileage,region,driving_experience,claim_count,claim_cost,pure_premium
56,8968.77,9,14715,south,38,0,0.0,0.0
44,29613.5,11,15818,north,26,0,0.0,0.0
37,12285.57,2,47675,east,19,0,0.0,0.0
30,32122.92,4,30220,central,12,1,510.67,510.67
45,23152.57,14,5536,east,27,1,139.63,139.63
53,41008.73,20,14907,north,35,0,0.0,0.0
32,42852.34,1,8516,west,14,1,774.03,774.03
33,9050.26,14,32432,south,15,1,318.12,318.12
51,20162.7,5,20421,central,33,0,0.0,0.0
56,18108.64,3,14082,south,38,0,0.0,0.0
40,8942.15,15,43476,north,22,0,0.0,0.0
44,20024.62,7,24804,east,26,0,0.0,0.0
60,14716.37,8,47724,south,42,1,177.56,177.56
30,12900.47,3,18697,south,12,0,0.0,0.0
42,11356.49,4,18946,central,24,0,0.0,0.0
24,31133.43,9,11096,west,6,0,0.0,0.0
34,15634.24,17,21436,north,16,0,0.0,0.0
44,20583.1,13,39613,east,26,0,0.0,0.0
62,11376.03,15,34633,east,44,0,0.0,0.0
47,7233.15,8,19805,central,29,0,0.0,0.0
60,21634.87,16,9220,central,42,0,0.0,0.0
35,10230.73,6,16650,south,17,0,0.0,0.0
49,24660.92,18,6226,south,31,0,0.0,0.0
34,9470.42,3,5936,north,16,0,0.0,0.0
55,15793.21,16,44663,north,37,0,0.0,0.0
46,51659.62,15,27145,north,28,0,0.0,0.0
38,8753.75,14,38621,central,20,0,0.0,0.0
57,33483.5,20,18928,east,39,1,455.12,455.12
23,17853.86,5,41150,west,5,1,976.03,976.03
36,15792.58,13,9069,east,18,0,0.0,0.0
46,14577.85,19,22479,south,28,0,0.0,0.0
53,63004.82,16,19129,west,35,1,1924.06,1924.06
34,50024.6,17,38112,east,16,0,0.0,0.0
53,10777.04,13,31696,north,35,0,0.0,0.0
58,16468.03,11,29657,central,40,1,1987.54,1987.54
38,13804.46,9,15820,south,20,0,0.0,0.0
52,41220.28,11,37553,east,34,0,0.0,0.0
64,4423.93,14,41501,east,46,0,0.0,0.0
36,13765.84,4,40598,north,18,0,0.0,0.0
56,18957.31,19,19955,central,38,0,0.0,0.0
64,20517.28,5,33129,west,46,0,0.0,0.0
55,71255.73,9,29602,central,37,0,0.0,0.0
43,10668.42,18,44227,south,25,0,0.0,0.0
28,35958.76,16,20820,east,10,1,4387.27,4387.27
53,24944.6,19,45067,south,35,1,481.58,481.58
43,17698.83,5,46738,north,25,0,0.0,0.0
59,18083.14,14,31411,south,41,0,0.0,0.0
52,22192.44,5,42189,west,34,1,809.43,809.43
39,55063.61,2,23039,north,21,0,0.0,0.0
44,18000.8,11,10470,central,26,0,0.0,0.0
30,19107.75,2,34179,west,12,0,0.0,0.0
36,16849.23,13,15339,west,18,0,0.0,0.0
30,24279.82,6,38480,north,12,2,453.97,907.94
70,13723.9,13,13121,south,52,1,1482.69,1482.69
56,14208.19,10,37784,north,38,0,0.0,0.0
50,25971.54,17,8541,west,32,0,0.0,0.0
79,13891.27,14,20161,west,61,1,221.28,221.28
41,60737.07,17,17863,central,23,0,0.0,0.0
28,18462.83,15,40997,south,10,0,0.0,0.0
50,16268.1,6,48420,east,32,0,0.0,0.0
48,8897.05,1,18002,west,30,0,0.0,0.0
64,23804.1,11,8742,south,46,0,0.0,0.0
46,15755.49,4,24163,north,28,0,0.0,0.0
25,12087.41,17,27485,east,7,0,0.0,0.0
51,12860.04,4,43293,east,33,0,0.0,0.0
42,28331.09,12,41478,east,24,0,0.0,0.0
53,7416.44,7,31244,south,35,0,0.0,0.0
71,33754.26,8,23953,north,53,1,355.08,355.08
35,18185.37,10,27118,north,17,0,0.0,0.0
75,30887.13,14,33481,east,57,2,970.45,1940.9
65,12607.57,16,12871,south,47,0,0.0,0.0
27,24020.98,14,24677,west,9,0,0.0,0.0
23,21105.44,20,28614,east,5,0,0.0,0.0
42,9867.95,1,44687,south,24,0,0.0,0.0
45,61528.48,11,24313,east,27,0,0.0,0.0
29,7650.37,15,31813,north,11,1,548.97,548.97
56,32691.24,16,19805,central,38,1,369.11,369.11
24,17025.96,9,16426,central,6,0,0.0,0.0
30,24522.49,12,30476,east,12,0,0.0,0.0
46,12890.45,12,8136,north,28,0,0.0,0.0
50,24879.97,8,17429,north,32,0,0.0,0.0
50,8804.99,10,11891,north,32,0,0.0,0.0
31,8457.27,5,22350,central,13,1,592.42,592.42
22,22997.94,9,32342,south,4,2,95.43,190.86
45,11064.79,17,14025,north,27,0,0.0,0.0
42,16032.43,14,24054,west,24,0,0.0,0.0
24,6624.28,1,13340,north,6,0,0.0,0.0
37,8715.23,17,33445,west,19,0,0.0,0.0
58,10673.66,17,33216,east,40,0,0.0,0.0
35,29908.93,17,37264,central,17,0,0.0,0.0
36,17920.09,9,24387,north,18,0,0.0,0.0
29,11129.73,13,33095,west,11,1,400.64,400.64
45,10449.84,4,17539,central,27,1,1182.26,1182.26
54,25803.6,14,20783,east,36,0,0.0,0.0
41,25601.95,8,23394,east,23,0,0.0,0.0
37,9237.32,18,28687,north,19,0,0.0,0.0
40,79040.92,18,9341,north,22,1,2600.56,2600.56
40,6920.7,5,22264,central,22,0,0.0,0.0
58,14093.04,7,16098,north,40,0,0.0,0.0
51,21039.79,10,8299,east,33,0,0.0,0.0
35,50135.28,12,22485,east,17,0,0.0,0.0
63,23526.11,10,35051,south,45,0,0.0,0.0
34,18482.31,7,9572,south,16,0,0.0,0.0
20,7508.98,7,16678,north,2,1,575.11,575.11
29,11570.68,1,20577,central,11,1,785.61,785.61
41,11830.9,9,38925,north,23,0,0.0,0.0
37,23068.88,6,14747,central,19,1,2733.64,2733.64
60,7553.84,5,34054,central,42,0,0.0,0.0
42,17681.02,12,26001,north,24,0,0.0,0.0
38,14189.54,9,10823,central,20,0,0.0,0.0
44,25779.43,6,24459,north,26,0,0.0,0.0
42,22918.7,17,16036,central,24,0,0.0,0.0
64,15198.6,3,44363,north,46,0,0.0,0.0
38,18294.39,5,39225,east,20,0,0.0,0.0
44,22391.35,11,23756,south,26,1,1268.36,1268.36
38,24486.58,7,31660,south,20,1,945.8,945.8
36,20399.86,18,26746,west,18,0,0.0,0.0
42,16488.49,4,30972,west,24,0,0.0,0.0
49,9680.38,7,16586,east,31,0,0.0,0.0
33,12548.72,1,29488,south,15,1,198.08,198.08
45,41350.98,1,24008,east,27,1,773.99,773.99
31,20388.45,6,27915,central,13,0,0.0,0.0
35,26963.55,14,17982,central,17,0,0.0,0.0
58,27396.35,20,17125,south,40,0,0.0,0.0
22,33045.63,13,48210,east,4,0,0.0,0.0
33,14614.27,3,16148,east,15,0,0.0,0.0
42,19245.61,17,23463,east,24,0,0.0,0.0
61,61950.3,1,32775,west,43,0,0.0,0.0
47,8377.41,10,30979,north,29,0,0.0,0.0
41,35719.57,8,32183,north,23,0,0.0,0.0
35,27725.33,13,35849,east,17,0,0.0,0.0
25,18614.07,2,7266,west,7,0,0.0,0.0
36,13418.29,17,36330,south,18,0,0.0,0.0
36,19750.5,14,37790,east,18,0,0.0,0.0
36,14309.77,15,16053,south,18,0,0.0,0.0
34,24364.04,12,31053,south,16,0,0.0,0.0
52,9470.8,3,6900,north,34,1,176.66,176.66
60,11776.45,1,33888,central,42,1,854.59,854.59
24,11158.25,16,28139,north,6,0,0.0,0.0
61,13843.18,17,48827,south,43,1,264.38,264.38
27,27857.13,7,37071,south,9,0,0.0,0.0
29,8347.38,9,6930,central,11,0,0.0,0.0
55,28293.9,1,18769,east,37,0,0.0,0.0
28,29452.67,20,21332,north,10,1,641.74,641.74
56,10362.43,11,31898,central,38,1,525.22,525.22
47,8040.92,7,41331,east,29,0,0.0,0.0
41,34171.75,15,17602,south,23,0,0.0,0.0
45,17384.9,10,16085,east,27,0,0.0,0.0
68,20211.29,11,7408,east,50,0,0.0,0.0
32,25879.05,15,13297,east,14,0,0.0,0.0
41,8176.77,2,32880,west,23,0,0.0,0.0
55,11599.86,10,26866,north,37,0,0.0,0.0
64,12890.4,13,18505,north,46,1,594.59,594.59
42,15261.98,6,14345,north,24,0,0.0,0.0
54,9785.58,6,39802,central,36,0,0.0,0.0
40,11323.36,14,14938,west,22,1,253.63,253.63
45,28351.62,18,25896,south,27,0,0.0,0.0
43,20762.2,10,39456,south,25,0,0.0,0.0
42,19648.84,20,9638,west,24,1,54.08,54.08
56,15974.26,15,22473,east,38,0,0.0,0.0
61,25140.04,14,33239,west,43,0,0.0,0.0
25,18670.15,20,26232,east,7,0,0.0,0.0
57,20897.58,9,10363,central,39,0,0.0,0.0
41,20277.55,7,35117,south,23,1,3155.83,3155.83
52,12074.22,7,11896,central,34,0,0.0,0.0
31,18835.7,7,26776,west,13,1,694.57,694.57
54,14586.78,19,36928,west,36,0,0.0,0.0
61,17261.81,5,35076,east,43,1,165.28,165.28
41,37315.17,11,11515,central,23,0,0.0,0.0
35,13645.46,20,10719,south,17,0,0.0,0.0
43,23004.99,6,12622,central,25,0,0.0,0.0
60,12434.1,18,14876,central,42,0,0.0,0.0
38,18330.25,5,41140,east,20,0,0.0,0.0
58,21580.96,18,43592,west,40,0,0.0,0.0
36,7306.08,8,23559,east,18,0,0.0,0.0
61,27911.51,11,40281,east,43,0,0.0,0.0
37,35979.71,15,23240,east,19,1,1188.14,1188.14
34,37108.36,15,42637,north,16,0,0.0,0.0
73,18185.11,1,20849,central,55,0,0.0,0.0
29,17827.92,19,31079,central,11,0,0.0,0.0
36,15265.07,9,39459,east,18,1,755.41,755.41
33,23536.04,13,32596,south,15,0,0.0,0.0
49,22699.33,9,22819,north,31,0,0.0,0.0
26,13282.19,15,9649,east,8,0,0.0,0.0
69,9829.16,11,11720,east,51,0,0.0,0.0
48,25109.44,2,22294,north,30,0,0.0,0.0
50,29637.98,10,8674,west,32,0,0.0,0.0
68,10879.49,17,23414,central,50,2,225.57,451.14
29,12239.05,20,49195,west,11,0,0.0,0.0
52,24041.03,14,18708,east,34,1,539.75,539.75
52,22244.25,20,29301,south,34,0,0.0,0.0
40,11346.7,9,14981,central,22,0,0.0,0.0
46,23469.55,8,25979,north,28,0,0.0,0.0
67,15556.88,2,27632,west,49,0,0.0,0.0
27,21004.11,18,23961,east,9,1,115.71,115.71
46,15677.43,7,10553,west,28,1,1121.99,1121.99
27,18609.26,3,19672,central,9,0,0.0,0.0
34,17841.98,2,34070,east,16,0,0.0,0.0
35,8626.63,8,37492,north,17,0,0.0,0.0
24,12239.38,7,40653,north,6,0,0.0,0.0
37,14042.88,11,27660,central,19,0,0.0,0.0
51,33568.48,2,31461,central,33,0,0.0,0.0
40,15107.04,6,10127,east,22,0,0.0,0.0
70,18599.2,10,27501,north,52,0,0.0,0.0
59,42314.0,12,13851,north,41,0,0.0,0.0
34,35999.72,8,8298,east,16,0,0.0,0.0
28,14704.53,15,39577,north,10,0,0.0,0.0
55,31967.77,16,34825,north,37,1,1540.0,1540.0
55,11662.49,3,24200,south,37,0,0.0,0.0
30,22996.71,9,20570,west,12,0,0.0,0.0
33,6626.67,5,13678,west,15,0,0.0,0.0
32,36492.02,7,45546,central,14,2,822.19,1644.38
31,7922.95,3,45019,west,13,0,0.0,0.0
40,27449.32,1,7931,north,22,0,0.0,0.0
34,7292.53,19,14105,west,16,0,0.0,0.0
46,24186.11,15,16889,west,28,0,0.0,0.0
50,26446.64,5,40271,east,32,0,0.0,0.0
69,73905.64,3,13474,north,51,0,0.0,0.0
62,33182.08,14,40285,west,44,0,0.0,0.0
45,18897.25,10,6211,east,27,0,0.0,0.0
31,16733.7,1,36725,central,13,0,0.0,0.0
40,24745.47,7,8982,south,22,0,0.0,0.0
43,46993.82,2,9035,west,25,1,1164.21,1164.21
43,23805.5,5,32045,east,25,0,0.0,0.0
41,18865.61,15,8178,east,23,1,541.19,541.19
28,35190.77,11,41996,north,10,0,0.0,0.0
43,19742.06,3,10747,east,25,0,0.0,0.0
34,12979.99,17,5883,central,16,0,0.0,0.0
64,19055.26,2,45011,north,46,3,752.88,2258.64
49,34223.18,8,45488,north,31,0,0.0,0.0
30,35739.85,6,38869,east,12,1,749.03,749.03
22,19337.63,6,42839,west,4,1,100.52,100.52
42,24762.29,1,18692,west,24,0,0.0,0.0
51,24449.36,1,17110,north,33,0,0.0,0.0
73,21553.97,15,33800,central,55,0,0.0,0.0
29,13174.04,20,40488,central,11,0,0.0,0.0
45,14733.78,13,23569,north,27,0,0.0,0.0
46,20687.62,6,26885,east,28,0,0.0,0.0
77,48917.9,7,20682,south,59,1,178.3,178.3
52,11928.92,11,49542,east,34,0,0.0,0.0
32,15815.83,4,5965,central,14,0,0.0,0.0
60,40448.09,17,20737,west,42,0,0.0,0.0
49,10168.5,4,34499,west,31,0,0.0,0.0
57,18027.16,6,38165,north,39,0,0.0,0.0
37,13834.54,11,35868,central,19,0,0.0,0.0
57,15974.92,12,15339,south,39,2,732.72,1465.44
31,7043.34,9,21312,west,13,0,0.0,0.0
28,19967.0,5,24518,west,10,0,0.0,0.0
51,10529.38,4,13599,north,33,1,1000.24,1000.24
60,18673.71,16,35472,west,42,0,0.0,0.0
41,17739.32,7,7735,south,23,0,0.0,0.0
28,25845.21,20,8749,south,10,0,0.0,0.0
59,16717.38,12,38571,north,41,1,1696.08,1696.08
37,43253.24,16,10288,south,19,0,0.0,0.0
32,24161.04,6,42596,north,14,0,0.0,0.0
60,28040.08,20,44475,west,42,0,0.0,0.0
57,21173.55,16,47592,west,39,0,0.0,0.0
31,20069.68,20,32946,north,13,0,0.0,0.0
33,14129.98,20,12053,north,15,0,0.0,0.0
28,47303.0,15,46108,east,10,0,0.0,0.0
43,12687.33,19,29233,west,25,1,498.93,498.93
20,7887.33,2,10073,south,2,0,0.0,0.0
29,30937.53,8,8620,north,11,0,0.0,0.0
42,21585.8,12,26687,west,24,0,0.0,0.0
41,10808.97,2,36678,east,23,0,0.0,0.0
44,10237.85,18,9564,north,26,0,0.0,0.0
47,35464.32,9,25610,north,29,0,0.0,0.0
35,41806.64,13,30184,east,17,0,0.0,0.0
46,30496.54,9,37316,central,28,0,0.0,0.0
51,29225.81,14,33288,central,33,0,0.0,0.0
44,12318.6,5,34696,south,26,0,0.0,0.0
45,22134.13,4,33833,south,27,0,0.0,0.0
51,15716.69,16,49214,central,33,1,190.88,190.88
22,18751.11,5,17913,east,4,0,0.0,0.0
55,32704.48,8,7142,west,37,1,476.1,476.1
28,21713.71,17,6133,north,10,0,0.0,0.0
20,30013.52,19,23353,west,2,1,142.89,142.89
58,16972.31,12,23413,central,40,0,0.0,0.0
36,19069.18,16,7064,south,18,0,0.0,0.0
65,27596.76,11,33232,west,47,0,0.0,0.0
68,15897.69,14,11588,east,50,0,0.0,0.0
39,30085.39,17,28905,central,21,0,0.0,0.0
45,20167.41,13,16610,central,27,0,0.0,0.0
36,9453.9,15,41344,south,18,0,0.0,0.0
42,30013.12,10,27656,central,24,0,0.0,0.0
37,17623.36,5,10619,central,19,0,0.0,0.0
57,30987.74,13,25828,north,39,1,3116.93,3116.93
58,18942.55,20,42247,north,40,1,1063.01,1063.01
29,19070.92,15,29576,west,11,0,0.0,0.0
60,30003.52,15,29720,west,42,0,0.0,0.0
50,17135.64,1,46373,south,32,0,0.0,0.0
22,26057.81,12,34792,east,4,1,1216.77,1216.77
64,12089.73,3,43357,south,46,0,0.0,0.0
36,23229.53,4,23082,south,18,0,0.0,0.0
29,29972.54,9,27557,south,11,1,1256.01,1256.01
56,14859.24,12,30419,east,38,0,0.0,0.0
64,8776.76,10,39601,south,46,0,0.0,0.0
28,14643.68,20,42811,east,10,0,0.0,0.0
22,13699.36,11,14541,north,4,0,0.0,0.0
60,37956.53,11,49048,east,42,0,0.0,0.0
36,31547.32,8,31222,west,18,0,0.0,0.0
25,11015.13,4,28557,south,7,1,142.77,142.77
49,18858.41,8,12240,east,31,0,0.0,0.0
42,14321.66,2,43762,north,24,0,0.0,0.0
37,9447.33,13,13309,east,19,0,0.0,0.0
74,12343.62,13,37276,east,56,0,0.0,0.0
34,16035.49,8,38905,south,16,0,0.0,0.0
34,22853.37,6,30402,south,16,0,0.0,0.0
42,13831.6,12,46948,central,24,0,0.0,0.0
36,22106.75,20,39013,south,18,0,0.0,0.0
24,11007.36,4,9827,east,6,1,1343.11,1343.11
48,11065.6,19,21920,west,30,1,348.51,348.51
34,16581.68,20,19777,south,16,0,0.0,0.0
46,14564.98,9,8882,central,28,0,0.0,0.0
49,6255.66,1,38262,north,31,0,0.0,0.0
28,40985.93,20,6042,west,10,0,0.0,0.0
46,22887.89,10,24574,central,28,0,0.0,0.0
36,23616.21,1,23367,central,18,0,0.0,0.0
47,10947.6,13,40695,south,29,0,0.0,0.0
64,29909.93,1,12480,south,46,0,0.0,0.0
38,8308.78,7,25954,west,20,0,0.0,0.0
44,8236.96,13,42088,south,26,0,0.0,0.0
77,24706.46,7,37240,south,59,1,3048.95,3048.95
32,14819.13,16,48864,central,14,1,725.54,725.54
39,11656.0,4,10480,east,21,0,0.0,0.0
29,25734.63,2,44933,north,11,0,0.0,0.0
36,10498.84,4,6381,central,18,1,265.15,265.15
30,17263.12,13,41967,central,12,0,0.0,0.0
29,13131.0,1,22083,central,11,1,744.09,744.09
38,19358.09,12,13910,central,20,0,0.0,0.0
27,35635.33,10,44141,north,9,0,0.0,0.0
64,7216.61,13,5260,south,46,0,0.0,0.0
58,9536.73,7,42384,east,40,0,0.0,0.0
58,20980.5,14,8453,north,40,1,858.98,858.98
58,9099.65,20,23808,south,40,1,1199.01,1199.01
45,26682.16,14,10624,west,27,1,1367.61,1367.61
43,26175.39,15,10298,south,25,0,0.0,0.0
49,32117.51,13,38958,east,31,1,871.54,871.54
45,20326.69,9,14930,central,27,0,0.0,0.0
46,11016.95,10,39711,west,28,0,0.0,0.0
40,18124.67,5,7819,east,22,0,0.0,0.0
42,33502.89,8,46332,north,24,1,1277.84,1277.84
31,8879.9,18,12397,west,13,1,553.56,553.56
47,5122.86,20,43675,east,29,0,0.0,0.0
37,19445.49,9,49384,central,19,0,0.0,0.0
34,35345.76,4,6105,east,16,0,0.0,0.0
26,18392.17,6,30821,west,8,0,0.0,0.0
55,24083.44,6,46131,central,37,0,0.0,0.0
38,14724.82,10,31894,central,20,0,0.0,0.0
58,19102.64,20,18063,south,40,0,0.0,0.0
39,22135.8,8,21398,north,21,0,0.0,0.0
37,12482.65,13,27926,east,19,1,467.93,467.93
47,23815.07,19,26502,south,29,0,0.0,0.0
30,33553.98,5,5524,central,12,1,863.39,863.39
41,32947.47,5,13953,south,23,0,0.0,0.0
37,30414.4,16,5597,south,19,0,0.0,0.0
32,17020.25,9,13904,west,14,0,0.0,0.0
45,17612.61,17,19192,north,27,0,0.0,0.0
42,13555.06,2,7759,north,24,0,0.0,0.0
34,27565.38,3,16727,north,16,0,0.0,0.0
36,28384.12,10,20492,south,18,0,0.0,0.0
61,12791.02,4,33666,south,43,0,0.0,0.0
55,11827.18,16,28464,south,37,0,0.0,0.0
61,8184.58,17,46190,north,43,0,0.0,0.0
34,22769.87,16,21602,central,16,0,0.0,0.0
33,23298.02,18,41923,east,15,0,0.0,0.0
54,11099.93,6,28021,central,36,0,0.0,0.0
57,33208.49,2,42729,south,39,0,0.0,0.0
64,5269.29,8,8775,south,46,0,0.0,0.0
51,17596.21,9,13923,north,33,1,1434.79,1434.79
53,34391.73,11,37358,east,35,1,2882.06,2882.06
54,6485.59,3,41937,east,36,0,0.0,0.0
61,10126.86,4,27376,west,43,0,0.0,0.0
49,17339.06,9,12682,north,31,0,0.0,0.0
30,10722.35,10,33532,south,12,0,0.0,0.0
57,9145.08,15,46546,west,39,1,615.39,615.39
53,10312.72,8,36301,east,35,1,1781.55,1781.55
35,36633.82,5,21447,south,17,0,0.0,0.0
63,17737.8,8,29296,west,45,0,0.0,0.0
20,13051.3,7,13458,east,2,0,0.0,0.0
19,33210.63,3,35351,south,1,1,478.17,478.17
41,27985.31,14,19312,east,23,0,0.0,0.0
47,29212.34,11,13189,west,29,0,0.0,0.0
28,15094.02,3,43735,east,10,0,0.0,0.0
40,10877.8,14,42836,east,22,1,1001.3,1001.3
27,27105.38,10,10095,north,9,0,0.0,0.0
36,32073.33,7,30643,east,18,0,0.0,0.0
50,8712.91,5,34213,west,32,0,0.0,0.0
22,25287.5,5,5945,south,4,0,0.0,0.0
37,34574.02,10,11502,west,19,0,0.0,0.0
36,7416.72,5,24889,west,18,0,0.0,0.0
41,19923.35,17,18957,west,23,0,0.0,0.0
65,11012.7,5,21909,central,47,1,422.77,422.77
55,18410.03,13,38345,central,37,1,492.62,492.62
39,23147.26,5,12116,west,21,0,0.0,0.0
39,18253.86,7,13067,central,21,0,0.0,0.0
39,13532.22,8,34658,south,21,0,0.0,0.0
60,16377.62,18,33092,central,42,1,326.14,326.14
66,29690.27,6,30623,south,48,2,105.42,210.84
49,7307.01,18,25745,south,31,0,0.0,0.0
25,18788.31,5,39618,north,7,0,0.0,0.0
39,27063.43,10,31918,east,21,1,1504.34,1504.34
43,17776.36,4,8137,central,25,0,0.0,0.0
43,6618.73,3,28710,west,25,0,0.0,0.0
56,18447.13,2,6629,south,38,0,0.0,0.0
33,11348.9,4,16660,central,15,0,0.0,0.0
42,10382.6,3,15582,north,24,0,0.0,0.0
56,32003.03,4,13408,north,38,0,0.0,0.0
32,18838.01,8,19850,south,14,0,0.0,0.0
44,12645.5,20,24880,central,26,0,0.0,0.0
36,18425.89,19,23521,south,18,0,0.0,0.0
48,18502.26,5,26862,south,30,0,0.0,0.0
45,21822.07,20,8439,east,27,0,0.0,0.0
34,10965.03,6,35482,east,16,0,0.0,0.0
49,17816.86,10,7796,west,31,0,0.0,0.0
57,12225.03,3,26966,south,39,0,0.0,0.0
62,27894.75,14,11024,south,44,0,0.0,0.0
48,23328.96,6,14124,south,30,0,0.0,0.0
50,12647.84,3,10571,central,32,0,0.0,0.0
49,37398.54,15,43339,north,31,0,0.0,0.0
25,19862.26,7,10938,west,7,0,0.0,0.0
35,13539.13,14,15185,north,17,0,0.0,0.0
57,13303.66,10,47160,west,39,2,125.95,251.9
63,19068.04,17,32584,central,45,0,0.0,0.0
44,14469.08,6,45970,south,26,0,0.0,0.0
67,22055.83,19,26532,central,49,1,1043.89,1043.89
36,28603.72,3,13967,west,18,0,0.0,0.0
25,9902.17,5,29947,north,7,0,0.0,0.0
51,16841.49,10,38968,north,33,0,0.0,0.0
43,21208.51,9,41932,east,25,1,777.2,777.2
41,33188.25,3,32486,central,23,0,0.0,0.0
40,29801.68,1,28775,west,22,0,0.0,0.0
71,35943.27,20,10028,south,53,0,0.0,0.0
51,13411.69,10,30072,east,33,1,253.13,253.13
47,15193.76,8,20811,north,29,0,0.0,0.0
25,5421.5,15,6516,north,7,0,0.0,0.0
42,34197.66,19,27006,south,24,0,0.0,0.0
25,20404.19,15,39175,east,7,0,0.0,0.0
41,26857.85,12,48754,south,23,0,0.0,0.0
26,12874.67,9,12746,north,8,0,0.0,0.0
30,7682.99,7,16695,west,12,1,361.13,361.13
47,54860.6,9,18025,east,29,0,0.0,0.0
46,32090.15,12,11862,central,28,0,0.0,0.0
38,22078.33,15,44359,south,20,0,0.0,0.0
50,11189.57,18,23531,south,32,0,0.0,0.0
37,19418.93,9,21326,north,19,1,644.6,644.6
36,15726.85,18,42322,east,18,0,0.0,0.0
43,22936.54,4,9366,north,25,0,0.0,0.0
38,10456.58,18,23216,north,20,0,0.0,0.0
46,11797.06,18,41673,west,28,0,0.0,0.0
57,12292.08,1,29840,east,39,0,0.0,0.0
31,17960.26,13,20536,central,13,0,0.0,0.0
37,19967.54,11,40202,west,19,0,0.0,0.0
42,14633.53,15,19287,north,24,0,0.0,0.0
65,10813.1,20,43391,central,47,0,0.0,0.0
49,24537.69,18,5273,central,31,0,0.0,0.0
47,14492.81,1,27399,north,29,0,0.0,0.0
29,11564.21,9,28420,east,11,0,0.0,0.0
38,16875.42,2,37672,north,20,0,0.0,0.0
41,8309.49,4,14922,east,23,0,0.0,0.0
46,25686.25,1,12167,east,28,0,0.0,0.0
20,32574.19,9,31592,central,2,0,0.0,0.0
37,11586.78,5,12981,east,19,0,0.0,0.0
50,20530.05,10,28951,west,32,0,0.0,0.0
42,9903.89,7,38089,north,24,0,0.0,0.0
46,12253.87,7,44351,east,28,1,418.81,418.81
44,49422.42,7,31074,south,26,1,2365.62,2365.62
69,17366.95,6,33697,north,51,1,224.03,224.03
51,39834.19,14,43044,west,33,1,2182.22,2182.22
31,12352.92,18,13904,central,13,2,2621.56,5243.12
39,9909.41,7,12327,west,21,0,0.0,0.0
41,14609.36,2,41970,east,23,0,0.0,0.0
42,10892.71,6,34432,east,24,0,0.0,0.0
55,9527.3,1,5825,west,37,0,0.0,0.0
28,8354.46,10,44386,south,10,0,0.0,0.0
39,17728.2,4,32862,north,21,1,1234.87,1234.87
39,11119.69,13,24342,central,21,0,0.0,0.0
33,11179.25,4,42530,east,15,0,0.0,0.0
38,10864.55,6,45703,east,20,0,0.0,0.0
28,30716.47,18,40386,west,10,0,0.0,0.0
66,9187.27,20,49934,south,48,0,0.0,0.0
54,15701.36,18,47578,west,36,0,0.0,0.0
38,10951.86,13,25800,central,20,0,0.0,0.0
41,15288.75,14,40936,north,23,0,0.0,0.0
46,12735.5,20,30608,central,28,0,0.0,0.0
61,3396.31,2,44705,central,43,1,89.57,89.57
48,14778.58,7,29943,south,30,1,834.48,834.48
36,36303.2,2,27597,west,18,0,0.0,0.0
50,23409.25,8,21680,south,32,0,0.0,0.0
73,37361.36,6,9241,south,55,0,0.0,0.0
38,15366.55,12,33519,central,20,0,0.0,0.0
42,28441.92,6,11725,north,24,0,0.0,0.0
57,12086.57,16,25716,central,39,1,1033.95,1033.95
36,12918.41,10,24670,east,18,1,523.84,523.84
44,8872.06,8,21144,south,26,0,0.0,0.0
47,11225.51,4,38955,north,29,0,0.0,0.0
30,14948.13,11,9916,south,12,0,0.0,0.0
21,10243.72,3,11081,north,3,0,0.0,0.0
43,15300.54,6,47992,north,25,0,0.0,0.0
30,16965.72,15,26036,west,12,2,853.42,1706.84
26,13640.85,18,22581,west,8,1,273.99,273.99
31,5719.04,4,48893,east,13,0,0.0,0.0
66,34563.48,19,19896,south,48,0,0.0,0.0
29,14862.78,8,24762,central,11,0,0.0,0.0
22,25226.76,6,48711,east,4,1,317.62,317.62
58,21762.48,8,10704,central,40,1,516.82,516.82
45,23365.09,17,39415,west,27,0,0.0,0.0
37,23617.24,11,33467,east,19,0,0.0,0.0
26,26892.23,8,42436,north,8,0,0.0,0.0
41,17026.7,2,36519,south,23,0,0.0,0.0
43,23115.07,11,21115,south,25,0,0.0,0.0
34,9870.84,2,12141,central,16,0,0.0,0.0
29,19617.39,14,5458,north,11,1,1117.8,1117.8
23,54437.82,11,8648,west,5,0,0.0,0.0
75,16004.9,3,22454,west,57,0,0.0,0.0
27,5726.56,8,46403,east,9,1,417.37,417.37
25,14855.71,7,33319,east,7,0,0.0,0.0
36,8136.17,19,39906,central,18,0,0.0,0.0
47,12196.88,17,37470,north,29,0,0.0,0.0
39,18162.13,17,26627,west,21,1,841.33,841.33
35,21660.29,5,11720,east,17,0,0.0,0.0
26,18563.39,18,49547,east,8,0,0.0,0.0
40,68981.02,14,36173,west,22,1,5354.7,5354.7
36,23430.09,7,8381,east,18,0,0.0,0.0
37,13346.67,18,32184,west,19,0,0.0,0.0
37,13625.61,6,9190,south,19,0,0.0,0.0
58,18606.59,5,25252,east,40,0,0.0,0.0
32,22644.87,18,28776,north,14,2,824.77,1649.54
46,7536.62,8,36690,west,28,0,0.0,0.0
46,15036.05,16,11081,central,28,0,0.0,0.0
60,17948.43,9,35076,south,42,0,0.0,0.0
60,14832.39,10,47225,central,42,0,0.0,0.0
50,25435.9,14,38634,central,32,0,0.0,0.0
